날짜,발전기ID,운영상태,가동상태,최근점검일,다음점검예정일,발전기나이(년)
2023-03-18,GEN_006,정상운영,운전,2023-03-16,2023-03-28,12
2023-03-18,GEN_007,정상운영,정지,2023-02-21,2023-04-04,5
2023-03-18,GEN_008,정비중,운전,2023-02-19,2023-04-06,9
2023-03-18,GEN_009,정상운영,운전,2023-02-28,2023-04-09,8
2023-03-18,GEN_010,정상운영,운전,2023-03-01,2023-04-12,10
2023-03-19,GEN_001,정상운영,운전,2023-02-20,2023-04-04,13
2023-03-19,GEN_002,정상운영,운전,2023-03-04,2023-04-15,9
2023-03-19,GEN_003,정상운영,운전,2023-03-17,2023-04-14,14
2023-03-19,GEN_004,정상운영,운전,2023-03-08,2023-04-05,13
2023-03-19,GEN_005,점검중,정지,2023-03-11,2023-04-14,7
2023-03-19,GEN_006,정상운영,정지,2023-03-14,2023-04-17,7
2023-03-19,GEN_007,정상운영,정지,2023-02-18,2023-03-29,5
2023-03-19,GEN_008,정상운영,운전,2023-02-24,2023-04-11,10
2023-03-19,GEN_009,정상운영,운전,2023-02-20,2023-04-15,9
2023-03-19,GEN_010,정상운영,운전,2023-03-18,2023-04-15,6
2023-03-20,GEN_001,정상운영,운전,2023-02-22,2023-04-15,12
2023-03-20,GEN_002,점검중,운전,2023-02-26,2023-04-02,5
2023-03-20,GEN_003,정상운영,운전,2023-03-15,2023-04-16,10
2023-03-20,GEN_004,정상운영,운전,2023-02-20,2023-04-04,4
2023-03-20,GEN_005,정비중,운전,2023-02-21,2023-04-04,3
2023-03-20,GEN_006,정상운영,운전,2023-03-01,2023-04-09,11
2023-03-20,GEN_007,정상운영,정지,2023-02-27,2023-03-30,4
2023-03-20,GEN_008,정상운영,운전,2023-02-24,2023-04-17,7
2023-03-20,GEN_009,정상운영,대기,2023-02-21,2023-04-02,9
2023-03-20,GEN_010,정상운영,운전,2023-03-15,2023-04-15,10
2023-03-21,GEN_001,정상운영,운전,2023-03-06,2023-04-11,5
2023-03-21,GEN_002,정상운영,운전,2023-03-03,2023-04-10,12
2023-03-21,GEN_003,정상운영,운전,2023-03-13,2023-04-18,10
2023-03-21,GEN_004,정상운영,정지,2023-02-27,2023-04-15,9
2023-03-21,GEN_005,정상운영,운전,2023-03-13,2023-04-19,3
2023-03-21,GEN_006,정상운영,운전,2023-03-01,2023-04-08,4
2023-03-21,GEN_007,정상운영,운전,2023-03-08,2023-04-04,4
2023-03-21,GEN_008,정상운영,대기,2023-02-21,2023-04-17,6
2023-03-21,GEN_009,정상운영,운전,2023-02-27,2023-04-06,11
2023-03-21,GEN_010,정상운영,정지,2023-02-26,2023-04-01,2
2023-03-22,GEN_001,정상운영,운전,2023-03-16,2023-04-14,13
2023-03-22,GEN_002,정상운영,운전,2023-02-28,2023-04-08,6
2023-03-22,GEN_003,정상운영,대기,2023-03-12,2023-04-06,5
2023-03-22,GEN_004,정비중,운전,2023-03-16,2023-04-05,5
2023-03-22,GEN_005,점검중,정지,2023-03-14,2023-04-01,6
2023-03-22,GEN_006,정상운영,운전,2023-03-01,2023-04-13,5
2023-03-22,GEN_007,정상운영,운전,2023-03-08,2023-04-19,4
2023-03-22,GEN_008,점검중,운전,2023-03-10,2023-04-06,9
2023-03-22,GEN_009,정상운영,정지,2023-03-13,2023-04-03,2
2023-03-22,GEN_010,정상운영,운전,2023-02-28,2023-04-18,3
2023-03-23,GEN_001,정상운영,운전,2023-03-13,2023-04-20,2
2023-03-23,GEN_002,정상운영,운전,2023-03-05,2023-04-12,7
2023-03-23,GEN_003,정상운영,대기,2023-02-24,2023-04-04,10
2023-03-23,GEN_004,정상운영,운전,2023-02-24,2023-04-13,6
2023-03-23,GEN_005,정상운영,운전,2023-03-04,2023-04-20,13
2023-03-23,GEN_006,정상운영,대기,2023-03-14,2023-04-13,12
2023-03-23,GEN_007,정상운영,운전,2023-02-25,2023-04-05,14
2023-03-23,GEN_008,정상운영,정지,2023-03-20,2023-04-08,5
2023-03-23,GEN_009,정상운영,대기,2023-03-15,2023-04-14,2
2023-03-23,GEN_010,정상운영,운전,2023-03-02,2023-04-17,4
2023-03-24,GEN_001,정비중,대기,2023-03-11,2023-04-22,12
2023-03-24,GEN_002,정비중,대기,2023-03-20,2023-04-16,12
2023-03-24,GEN_003,정상운영,운전,2023-03-23,2023-04-08,7
2023-03-24,GEN_004,정상운영,정지,2023-03-11,2023-04-13,4
2023-03-24,GEN_005,정상운영,운전,2023-03-13,2023-04-12,10
2023-03-24,GEN_006,정상운영,운전,2023-03-01,2023-04-09,7
2023-03-24,GEN_007,정상운영,운전,2023-03-20,2023-04-04,2
2023-03-24,GEN_008,정상운영,운전,2023-02-27,2023-04-14,2
2023-03-24,GEN_009,정상운영,운전,2023-02-28,2023-04-12,11
2023-03-24,GEN_010,정비중,운전,2023-03-01,2023-04-21,2
2023-03-25,GEN_001,정상운영,정지,2023-03-05,2023-04-06,9
2023-03-25,GEN_002,정상운영,운전,2023-03-07,2023-04-11,11
2023-03-25,GEN_003,정상운영,운전,2023-03-15,2023-04-15,6
2023-03-25,GEN_004,정상운영,대기,2023-02-28,2023-04-07,10
2023-03-25,GEN_005,정상운영,운전,2023-02-27,2023-04-18,8
2023-03-25,GEN_006,정상운영,대기,2023-03-21,2023-04-08,8
2023-03-25,GEN_007,정상운영,운전,2023-03-20,2023-04-04,9
2023-03-25,GEN_008,정상운영,운전,2023-03-21,2023-04-16,3
2023-03-25,GEN_009,정상운영,운전,2023-03-02,2023-04-21,5
2023-03-25,GEN_010,정상운영,운전,2023-03-13,2023-04-12,11
2023-03-26,GEN_001,정상운영,운전,2023-03-14,2023-04-17,5
2023-03-26,GEN_002,정상운영,정지,2023-03-03,2023-04-18,9
2023-03-26,GEN_003,정상운영,운전,2023-03-17,2023-04-21,2
2023-03-26,GEN_004,점검중,운전,2023-03-17,2023-04-15,11
2023-03-26,GEN_005,점검중,운전,2023-03-23,2023-04-17,5
2023-03-26,GEN_006,정상운영,운전,2023-03-06,2023-04-08,4
2023-03-26,GEN_007,정상운영,운전,2023-03-14,2023-04-23,13
2023-03-26,GEN_008,정상운영,운전,2023-03-16,2023-04-14,13
2023-03-26,GEN_009,정상운영,운전,2023-03-13,2023-04-11,3
2023-03-26,GEN_010,정비중,정지,2023-02-27,2023-04-15,8
2023-03-27,GEN_001,정상운영,대기,2023-03-02,2023-04-24,2
2023-03-27,GEN_002,정상운영,정지,2023-02-26,2023-04-19,9
2023-03-27,GEN_003,점검중,대기,2023-03-13,2023-04-23,8
2023-03-27,GEN_004,정상운영,운전,2023-03-02,2023-04-12,7
2023-03-27,GEN_005,정상운영,운전,2023-03-02,2023-04-19,3
2023-03-27,GEN_006,정상운영,운전,2023-03-24,2023-04-16,10
2023-03-27,GEN_007,정상운영,운전,2023-03-10,2023-04-06,2
2023-03-27,GEN_008,점검중,운전,2023-03-01,2023-04-19,5
2023-03-27,GEN_009,점검중,정지,2023-03-21,2023-04-09,6
2023-03-27,GEN_010,정상운영,운전,2023-03-01,2023-04-19,9
2023-03-28,GEN_001,고장,정지,2023-03-04,2023-04-16,6
2023-03-28,GEN_002,정상운영,운전,2023-03-27,2023-04-25,14
2023-03-28,GEN_003,정상운영,운전,2023-03-05,2023-04-08,10
2023-03-28,GEN_004,정상운영,운전,2023-03-11,2023-04-08,8
2023-03-28,GEN_005,정상운영,운전,2023-03-04,2023-04-24,10
2023-03-28,GEN_006,정상운영,대기,2023-03-13,2023-04-13,6
2023-03-28,GEN_007,정상운영,운전,2023-03-07,2023-04-25,9
2023-03-28,GEN_008,정상운영,정지,2023-03-04,2023-04-18,12
2023-03-28,GEN_009,정상운영,정지,2023-03-06,2023-04-14,4
2023-03-28,GEN_010,정상운영,운전,2023-02-27,2023-04-10,11
2023-03-29,GEN_001,정상운영,운전,2023-03-14,2023-04-14,9
2023-03-29,GEN_002,정상운영,운전,2023-03-10,2023-04-20,4
2023-03-29,GEN_003,정상운영,운전,2023-03-17,2023-04-27,5
2023-03-29,GEN_004,정상운영,운전,2023-03-10,2023-04-21,4
2023-03-29,GEN_005,정상운영,운전,2023-03-24,2023-04-20,9
2023-03-29,GEN_006,고장,운전,2023-03-12,2023-04-14,14
2023-03-29,GEN_007,정비중,대기,2023-03-02,2023-04-18,2
2023-03-29,GEN_008,정상운영,대기,2023-03-04,2023-04-08,14
2023-03-29,GEN_009,정상운영,운전,2023-03-24,2023-04-17,4
2023-03-29,GEN_010,정상운영,정지,2023-03-27,2023-04-19,14
2023-03-30,GEN_001,정상운영,운전,2023-03-18,2023-04-13,4
2023-03-30,GEN_002,정상운영,정지,2023-03-10,2023-04-20,5
2023-03-30,GEN_003,정상운영,운전,2023-03-23,2023-04-28,9
2023-03-30,GEN_004,정상운영,운전,2023-03-16,2023-04-18,9
2023-03-30,GEN_005,정상운영,정지,2023-03-06,2023-04-11,9
2023-03-30,GEN_006,정상운영,운전,2023-03-27,2023-04-22,11
2023-03-30,GEN_007,정상운영,정지,2023-03-08,2023-04-20,13
2023-03-30,GEN_008,정상운영,운전,2023-03-29,2023-04-20,6
2023-03-30,GEN_009,정상운영,운전,2023-03-08,2023-04-26,3
2023-03-30,GEN_010,정상운영,정지,2023-03-21,2023-04-27,5
2023-03-31,GEN_001,정상운영,운전,2023-03-30,2023-04-17,8
2023-03-31,GEN_002,정상운영,운전,2023-03-18,2023-04-27,2
2023-03-31,GEN_003,정상운영,운전,2023-03-02,2023-04-16,11
2023-03-31,GEN_004,정상운영,운전,2023-03-23,2023-04-21,7
2023-03-31,GEN_005,정상운영,운전,2023-03-12,2023-04-26,8
2023-03-31,GEN_006,정상운영,운전,2023-03-21,2023-04-25,5
2023-03-31,GEN_007,정비중,운전,2023-03-03,2023-04-18,14
2023-03-31,GEN_008,정상운영,운전,2023-03-25,2023-04-18,6
2023-03-31,GEN_009,정상운영,운전,2023-03-29,2023-04-11,7
2023-03-31,GEN_010,정상운영,운전,2023-03-29,2023-04-27,9
2023-04-01,GEN_001,정비중,운전,2023-03-13,2023-04-20,8
2023-04-01,GEN_002,정비중,운전,2023-03-21,2023-04-19,10
2023-04-01,GEN_003,정상운영,운전,2023-03-14,2023-04-30,2
2023-04-01,GEN_004,정상운영,운전,2023-03-07,2023-04-16,7
2023-04-01,GEN_005,정상운영,운전,2023-03-25,2023-04-24,13
2023-04-01,GEN_006,정상운영,운전,2023-03-06,2023-04-11,5
2023-04-01,GEN_007,정상운영,정지,2023-03-16,2023-04-18,12
2023-04-01,GEN_008,정상운영,대기,2023-03-23,2023-04-29,9
2023-04-01,GEN_009,정상운영,정지,2023-03-29,2023-04-20,7
2023-04-01,GEN_010,정비중,운전,2023-03-15,2023-04-16,7
2023-04-02,GEN_001,정상운영,운전,2023-03-08,2023-04-19,2
2023-04-02,GEN_002,정상운영,운전,2023-03-18,2023-04-30,11
2023-04-02,GEN_003,정상운영,운전,2023-03-11,2023-04-18,10
2023-04-02,GEN_004,정상운영,운전,2023-03-29,2023-04-20,7
2023-04-02,GEN_005,정상운영,운전,2023-03-29,2023-04-24,7
2023-04-02,GEN_006,정상운영,운전,2023-03-24,2023-04-27,6
2023-04-02,GEN_007,정상운영,운전,2023-03-22,2023-04-30,14
2023-04-02,GEN_008,점검중,운전,2023-03-24,2023-04-19,10
2023-04-02,GEN_009,정상운영,운전,2023-03-13,2023-04-24,6
2023-04-02,GEN_010,점검중,정지,2023-03-14,2023-04-17,9
2023-04-03,GEN_001,정상운영,운전,2023-03-16,2023-04-13,2
2023-04-03,GEN_002,정상운영,운전,2023-03-15,2023-04-22,9
2023-04-03,GEN_003,정상운영,운전,2023-03-27,2023-04-15,10
2023-04-03,GEN_004,정상운영,운전,2023-03-18,2023-04-16,6
2023-04-03,GEN_005,정상운영,운전,2023-03-27,2023-04-29,13
2023-04-03,GEN_006,정상운영,운전,2023-03-13,2023-04-25,9
2023-04-03,GEN_007,점검중,운전,2023-03-12,2023-04-22,9
2023-04-03,GEN_008,정비중,운전,2023-03-27,2023-04-27,7
2023-04-03,GEN_009,정상운영,운전,2023-03-13,2023-04-27,4
2023-04-03,GEN_010,정상운영,운전,2023-03-23,2023-04-21,11
2023-04-04,GEN_001,정상운영,대기,2023-03-15,2023-04-24,2
2023-04-04,GEN_002,정상운영,정지,2023-04-01,2023-04-21,8
2023-04-04,GEN_003,정비중,운전,2023-04-02,2023-04-21,11
2023-04-04,GEN_004,정상운영,운전,2023-03-06,2023-04-25,14
2023-04-04,GEN_005,정상운영,운전,2023-03-25,2023-04-29,7
2023-04-04,GEN_006,정상운영,운전,2023-03-11,2023-05-02,4
2023-04-04,GEN_007,정상운영,운전,2023-03-13,2023-04-29,9
2023-04-04,GEN_008,정상운영,운전,2023-03-22,2023-05-02,4
2023-04-04,GEN_009,정상운영,운전,2023-03-07,2023-05-01,4
2023-04-04,GEN_010,점검중,운전,2023-03-31,2023-05-01,13
2023-04-05,GEN_001,정상운영,정지,2023-03-22,2023-04-24,14
2023-04-05,GEN_002,정상운영,운전,2023-03-18,2023-04-22,5
2023-04-05,GEN_003,정상운영,정지,2023-03-18,2023-04-28,13
2023-04-05,GEN_004,정상운영,운전,2023-03-26,2023-04-30,4
2023-04-05,GEN_005,정상운영,대기,2023-03-19,2023-04-16,4
2023-04-05,GEN_006,정비중,운전,2023-04-04,2023-04-22,14
2023-04-05,GEN_007,정상운영,운전,2023-03-14,2023-04-30,8
2023-04-05,GEN_008,정상운영,정지,2023-03-14,2023-04-20,13
2023-04-05,GEN_009,점검중,운전,2023-03-29,2023-04-29,9
2023-04-05,GEN_010,정상운영,대기,2023-03-21,2023-04-30,3
2023-04-06,GEN_001,정상운영,운전,2023-03-25,2023-05-01,7
2023-04-06,GEN_002,정상운영,운전,2023-03-26,2023-05-03,5
2023-04-06,GEN_003,정상운영,운전,2023-04-02,2023-04-25,10
2023-04-06,GEN_004,정상운영,운전,2023-03-23,2023-04-17,7
2023-04-06,GEN_005,정상운영,운전,2023-03-29,2023-04-20,4
2023-04-06,GEN_006,정상운영,정지,2023-03-26,2023-04-18,10
2023-04-06,GEN_007,정비중,운전,2023-03-27,2023-04-19,12
2023-04-06,GEN_008,정상운영,정지,2023-04-01,2023-04-21,14
2023-04-06,GEN_009,정비중,정지,2023-03-15,2023-04-30,8
2023-04-06,GEN_010,정상운영,운전,2023-04-03,2023-04-30,10
2023-04-07,GEN_001,정상운영,운전,2023-03-30,2023-04-24,6
2023-04-07,GEN_002,정상운영,운전,2023-03-24,2023-05-02,13
2023-04-07,GEN_003,정상운영,운전,2023-03-21,2023-04-29,2
2023-04-07,GEN_004,정비중,운전,2023-03-17,2023-04-26,10
2023-04-07,GEN_005,정상운영,정지,2023-04-02,2023-04-27,2
2023-04-07,GEN_006,정상운영,정지,2023-04-06,2023-05-05,5
2023-04-07,GEN_007,정상운영,운전,2023-04-06,2023-04-23,12
2023-04-07,GEN_008,정상운영,운전,2023-03-13,2023-05-02,11
2023-04-07,GEN_009,정상운영,운전,2023-04-05,2023-05-04,12
2023-04-07,GEN_010,정상운영,정지,2023-04-03,2023-05-04,11
2023-04-08,GEN_001,정상운영,정지,2023-04-07,2023-04-19,5
2023-04-08,GEN_002,정상운영,운전,2023-03-24,2023-04-21,3
2023-04-08,GEN_003,정상운영,운전,2023-03-29,2023-04-27,10
2023-04-08,GEN_004,정비중,운전,2023-03-21,2023-05-01,9
2023-04-08,GEN_005,정비중,운전,2023-04-02,2023-04-20,5
2023-04-08,GEN_006,정상운영,대기,2023-04-03,2023-04-30,8
2023-04-08,GEN_007,정상운영,운전,2023-03-27,2023-05-07,8
2023-04-08,GEN_008,정상운영,운전,2023-03-24,2023-04-19,3
2023-04-08,GEN_009,점검중,정지,2023-03-20,2023-05-06,2
2023-04-08,GEN_010,정상운영,정지,2023-04-02,2023-04-23,9
2023-04-09,GEN_001,정상운영,운전,2023-03-28,2023-04-28,5
2023-04-09,GEN_002,정상운영,운전,2023-03-28,2023-04-24,14
2023-04-09,GEN_003,정비중,운전,2023-04-02,2023-04-22,9
2023-04-09,GEN_004,정비중,정지,2023-03-23,2023-04-30,8
2023-04-09,GEN_005,정상운영,운전,2023-03-22,2023-05-03,3
2023-04-09,GEN_006,정상운영,정지,2023-03-31,2023-05-04,13
2023-04-09,GEN_007,정상운영,운전,2023-03-31,2023-05-08,3
2023-04-09,GEN_008,정상운영,운전,2023-03-22,2023-04-20,8
2023-04-09,GEN_009,정상운영,운전,2023-03-28,2023-05-08,8
2023-04-09,GEN_010,정상운영,운전,2023-03-26,2023-05-03,14
2023-04-10,GEN_001,정상운영,운전,2023-04-05,2023-05-08,9
2023-04-10,GEN_002,정상운영,운전,2023-04-06,2023-04-24,6
2023-04-10,GEN_003,정상운영,대기,2023-03-12,2023-05-06,14
2023-04-10,GEN_004,정상운영,정지,2023-03-26,2023-05-09,9
2023-04-10,GEN_005,정상운영,운전,2023-03-17,2023-04-22,2
2023-04-10,GEN_006,정상운영,대기,2023-04-07,2023-05-02,12
2023-04-10,GEN_007,정상운영,대기,2023-04-04,2023-04-25,4
2023-04-10,GEN_008,점검중,운전,2023-03-12,2023-05-01,2
2023-04-10,GEN_009,정상운영,대기,2023-04-06,2023-04-20,14
2023-04-10,GEN_010,정상운영,정지,2023-03-18,2023-05-06,13
2023-04-11,GEN_001,정상운영,운전,2023-04-07,2023-05-08,6
2023-04-11,GEN_002,정상운영,운전,2023-04-06,2023-05-09,3
2023-04-11,GEN_003,점검중,운전,2023-03-24,2023-04-27,10
2023-04-11,GEN_004,점검중,대기,2023-03-14,2023-04-26,8
2023-04-11,GEN_005,정상운영,정지,2023-03-15,2023-04-28,14
2023-04-11,GEN_006,정상운영,운전,2023-03-17,2023-05-07,3
2023-04-11,GEN_007,정상운영,운전,2023-03-30,2023-04-30,2
2023-04-11,GEN_008,정상운영,운전,2023-04-10,2023-04-25,6
2023-04-11,GEN_009,정상운영,운전,2023-03-16,2023-05-03,2
2023-04-11,GEN_010,정비중,정지,2023-03-22,2023-04-21,11
2023-04-12,GEN_001,정상운영,운전,2023-03-31,2023-04-29,7
2023-04-12,GEN_002,정상운영,운전,2023-03-21,2023-05-05,11
2023-04-12,GEN_003,정상운영,운전,2023-03-19,2023-04-24,9
2023-04-12,GEN_004,정상운영,대기,2023-04-07,2023-05-05,12
2023-04-12,GEN_005,정상운영,운전,2023-03-22,2023-04-27,12
2023-04-12,GEN_006,정상운영,운전,2023-04-08,2023-05-07,4
2023-04-12,GEN_007,정상운영,운전,2023-03-30,2023-04-25,8
2023-04-12,GEN_008,정상운영,정지,2023-04-07,2023-05-01,13
2023-04-12,GEN_009,정상운영,정지,2023-04-10,2023-05-04,14
2023-04-12,GEN_010,정상운영,운전,2023-04-06,2023-04-27,13
2023-04-13,GEN_001,정상운영,운전,2023-03-17,2023-04-30,11
2023-04-13,GEN_002,정상운영,정지,2023-03-15,2023-05-05,2
2023-04-13,GEN_003,정상운영,정지,2023-03-21,2023-04-24,8
2023-04-13,GEN_004,정상운영,운전,2023-04-01,2023-05-07,11
2023-04-13,GEN_005,정상운영,운전,2023-03-18,2023-05-09,7
2023-04-13,GEN_006,점검중,운전,2023-04-04,2023-05-11,5
2023-04-13,GEN_007,정상운영,운전,2023-03-25,2023-04-29,14
2023-04-13,GEN_008,점검중,운전,2023-04-03,2023-04-26,12
2023-04-13,GEN_009,정상운영,운전,2023-03-30,2023-04-30,4
2023-04-13,GEN_010,정상운영,운전,2023-04-09,2023-05-10,3
2023-04-14,GEN_001,정상운영,대기,2023-04-12,2023-05-10,7
2023-04-14,GEN_002,정상운영,운전,2023-03-25,2023-05-05,7
2023-04-14,GEN_003,정상운영,운전,2023-03-23,2023-05-08,4
2023-04-14,GEN_004,정상운영,정지,2023-03-26,2023-05-01,4
2023-04-14,GEN_005,정상운영,운전,2023-03-25,2023-04-24,2
2023-04-14,GEN_006,정상운영,운전,2023-04-07,2023-05-01,10
2023-04-14,GEN_007,정비중,정지,2023-03-18,2023-05-04,2
2023-04-14,GEN_008,정상운영,운전,2023-04-02,2023-05-02,3
2023-04-14,GEN_009,정상운영,대기,2023-04-04,2023-05-13,12
2023-04-14,GEN_010,정상운영,운전,2023-04-13,2023-05-10,11
2023-04-15,GEN_001,정상운영,대기,2023-04-06,2023-04-30,14
2023-04-15,GEN_002,정비중,대기,2023-03-31,2023-05-11,5
2023-04-15,GEN_003,정상운영,운전,2023-04-07,2023-05-04,2
2023-04-15,GEN_004,정상운영,운전,2023-04-09,2023-05-14,7
2023-04-15,GEN_005,정상운영,운전,2023-04-04,2023-05-14,6
2023-04-15,GEN_006,정비중,운전,2023-03-24,2023-04-30,11
2023-04-15,GEN_007,정상운영,운전,2023-03-19,2023-05-02,8
2023-04-15,GEN_008,정상운영,운전,2023-04-03,2023-05-11,9
2023-04-15,GEN_009,정비중,운전,2023-03-18,2023-05-02,4
2023-04-15,GEN_010,정상운영,운전,2023-04-13,2023-05-09,14
2023-04-16,GEN_001,정상운영,운전,2023-03-20,2023-04-27,8
2023-04-16,GEN_002,고장,운전,2023-03-28,2023-04-28,5
2023-04-16,GEN_003,정상운영,운전,2023-04-05,2023-05-06,4
2023-04-16,GEN_004,정상운영,운전,2023-03-25,2023-05-14,5
2023-04-16,GEN_005,정상운영,운전,2023-04-11,2023-05-15,7
2023-04-16,GEN_006,정상운영,운전,2023-04-01,2023-05-11,8
2023-04-16,GEN_007,정상운영,운전,2023-04-08,2023-05-11,8
2023-04-16,GEN_008,정상운영,운전,2023-04-06,2023-05-15,2
2023-04-16,GEN_009,정상운영,운전,2023-04-15,2023-05-15,3
2023-04-16,GEN_010,정상운영,운전,2023-04-15,2023-05-04,8
2023-04-17,GEN_001,정상운영,운전,2023-04-04,2023-05-09,12
2023-04-17,GEN_002,정상운영,운전,2023-04-14,2023-05-11,10
2023-04-17,GEN_003,고장,운전,2023-04-15,2023-04-30,7
2023-04-17,GEN_004,정상운영,정지,2023-03-28,2023-05-13,10
2023-04-17,GEN_005,정상운영,운전,2023-03-23,2023-05-01,11
2023-04-17,GEN_006,정상운영,운전,2023-03-20,2023-05-12,4
2023-04-17,GEN_007,정상운영,대기,2023-04-09,2023-05-09,14
2023-04-17,GEN_008,정상운영,대기,2023-03-21,2023-05-04,8
2023-04-17,GEN_009,정상운영,정지,2023-04-01,2023-05-10,14
2023-04-17,GEN_010,정상운영,운전,2023-04-11,2023-05-01,13
2023-04-18,GEN_001,점검중,대기,2023-03-21,2023-05-10,13
2023-04-18,GEN_002,정상운영,운전,2023-04-11,2023-05-16,13
2023-04-18,GEN_003,정상운영,운전,2023-04-09,2023-05-05,3
2023-04-18,GEN_004,정상운영,운전,2023-03-22,2023-05-01,13
2023-04-18,GEN_005,정상운영,운전,2023-04-02,2023-05-17,7
2023-04-18,GEN_006,정상운영,대기,2023-03-22,2023-05-14,5
2023-04-18,GEN_007,정상운영,운전,2023-03-24,2023-05-01,9
2023-04-18,GEN_008,정상운영,대기,2023-03-24,2023-05-06,14
2023-04-18,GEN_009,정비중,운전,2023-04-15,2023-05-01,11
2023-04-18,GEN_010,정상운영,운전,2023-04-04,2023-05-04,13
2023-04-19,GEN_001,점검중,운전,2023-04-12,2023-05-13,10
2023-04-19,GEN_002,정상운영,운전,2023-03-30,2023-05-13,12
2023-04-19,GEN_003,정상운영,운전,2023-04-12,2023-05-16,11
2023-04-19,GEN_004,정상운영,운전,2023-04-17,2023-05-08,8
2023-04-19,GEN_005,정상운영,운전,2023-03-30,2023-04-30,13
2023-04-19,GEN_006,정상운영,대기,2023-04-17,2023-05-08,3
2023-04-19,GEN_007,점검중,대기,2023-04-18,2023-04-29,2
2023-04-19,GEN_008,정상운영,운전,2023-03-21,2023-05-17,2
2023-04-19,GEN_009,정상운영,대기,2023-03-29,2023-04-30,14
2023-04-19,GEN_010,정상운영,정지,2023-03-27,2023-05-12,5
2023-04-20,GEN_001,정상운영,운전,2023-04-18,2023-05-04,13
2023-04-20,GEN_002,정상운영,대기,2023-04-11,2023-05-05,7
2023-04-20,GEN_003,정상운영,운전,2023-03-31,2023-05-06,12
2023-04-20,GEN_004,정상운영,운전,2023-04-07,2023-05-13,3
2023-04-20,GEN_005,정상운영,운전,2023-04-06,2023-05-19,13
2023-04-20,GEN_006,정상운영,운전,2023-04-13,2023-05-05,10
2023-04-20,GEN_007,정상운영,운전,2023-03-25,2023-05-08,5
2023-04-20,GEN_008,정비중,대기,2023-03-25,2023-05-17,2
2023-04-20,GEN_009,정상운영,운전,2023-04-05,2023-05-17,4
2023-04-20,GEN_010,정비중,운전,2023-04-17,2023-05-05,9
2023-04-21,GEN_001,정상운영,운전,2023-04-17,2023-05-15,11
2023-04-21,GEN_002,정상운영,운전,2023-04-08,2023-05-05,6
2023-04-21,GEN_003,정상운영,운전,2023-04-19,2023-05-06,13
2023-04-21,GEN_004,정상운영,운전,2023-03-29,2023-05-13,8
2023-04-21,GEN_005,정상운영,운전,2023-04-10,2023-05-12,6
2023-04-21,GEN_006,정상운영,대기,2023-03-25,2023-05-19,11
2023-04-21,GEN_007,정상운영,운전,2023-03-29,2023-05-14,10
2023-04-21,GEN_008,정상운영,운전,2023-04-01,2023-05-03,3
2023-04-21,GEN_009,정상운영,운전,2023-03-30,2023-05-01,9
2023-04-21,GEN_010,정상운영,운전,2023-04-04,2023-05-11,13
2023-04-22,GEN_001,정상운영,운전,2023-04-01,2023-05-16,12
2023-04-22,GEN_002,정상운영,운전,2023-04-16,2023-05-11,6
2023-04-22,GEN_003,점검중,운전,2023-04-11,2023-05-13,10
2023-04-22,GEN_004,점검중,정지,2023-04-16,2023-05-11,10
2023-04-22,GEN_005,정상운영,운전,2023-04-13,2023-05-17,5
2023-04-22,GEN_006,정상운영,운전,2023-03-31,2023-05-07,11
2023-04-22,GEN_007,정상운영,운전,2023-03-31,2023-05-02,5
2023-04-22,GEN_008,정상운영,운전,2023-04-07,2023-05-18,2
2023-04-22,GEN_009,점검중,운전,2023-04-21,2023-05-09,4
2023-04-22,GEN_010,정상운영,대기,2023-04-03,2023-05-08,3
2023-04-23,GEN_001,점검중,정지,2023-04-04,2023-05-19,10
2023-04-23,GEN_002,정상운영,운전,2023-04-21,2023-05-10,3
2023-04-23,GEN_003,정상운영,대기,2023-04-16,2023-05-10,8
2023-04-23,GEN_004,정상운영,운전,2023-04-05,2023-05-20,12
2023-04-23,GEN_005,점검중,정지,2023-03-30,2023-05-04,12
2023-04-23,GEN_006,정상운영,운전,2023-04-12,2023-05-07,6
2023-04-23,GEN_007,정상운영,대기,2023-04-14,2023-05-12,12
2023-04-23,GEN_008,정상운영,운전,2023-03-29,2023-05-12,9
2023-04-23,GEN_009,정상운영,운전,2023-04-12,2023-05-04,3
2023-04-23,GEN_010,정상운영,운전,2023-04-19,2023-05-15,9
2023-04-24,GEN_001,정상운영,운전,2023-04-13,2023-05-06,6
2023-04-24,GEN_002,정상운영,정지,2023-04-21,2023-05-22,8
2023-04-24,GEN_003,정상운영,운전,2023-04-22,2023-05-06,11
2023-04-24,GEN_004,정상운영,운전,2023-04-09,2023-05-09,2
2023-04-24,GEN_005,정상운영,대기,2023-03-27,2023-05-09,7
2023-04-24,GEN_006,정상운영,운전,2023-04-02,2023-05-11,3
2023-04-24,GEN_007,정상운영,대기,2023-04-22,2023-05-13,2
2023-04-24,GEN_008,정상운영,운전,2023-04-18,2023-05-16,3
2023-04-24,GEN_009,정상운영,정지,2023-04-11,2023-05-16,4
2023-04-24,GEN_010,정상운영,정지,2023-04-23,2023-05-08,12
2023-04-25,GEN_001,정비중,운전,2023-04-23,2023-05-20,8
2023-04-25,GEN_002,정상운영,운전,2023-04-07,2023-05-12,6
2023-04-25,GEN_003,정상운영,운전,2023-04-19,2023-05-18,10
2023-04-25,GEN_004,정상운영,대기,2023-04-08,2023-05-19,2
